region,age_group,coverage_rate,report_date,gender
West,18+ years,90.67,2023-09-16,Male
South,6-12 years,65.54,2023-03-01,Male
East,18+ years,94.36,2023-04-15,Male
South,0-5 years,65.68,2023-06-02,Male
North,6-12 years,64.0,2023-11-11,Male
North,13-17 years,88.3,2023-03-11,Male
South,0-5 years,57.15,2023-09-02,Male
Centre,6-12 years,85.72,2023-08-05,Male
North,0-5 years,58.1,2023-11-29,Male
North,0-5 years,74.48,2023-08-23,Female
West,13-17 years,63.37,2023-04-11,Female
West,6-12 years,51.8,2023-02-26,Male
West,6-12 years,94.36,2023-04-29,Female
Centre,13-17 years,62.58,2023-01-29,Male
East,18+ years,52.29,2023-06-08,Male
Centre,6-12 years,89.56,2023-04-21,Female
East,6-12 years,55.78,2023-12-19,Male
East,0-5 years,78.31,2023-12-31,Female
East,18+ years,85.29,2023-11-18,Male
South,6-12 years,63.34,2023-02-27,Female
Centre,18+ years,59.05,2023-12-02,Male
West,0-5 years,57.31,2023-01-06,Female
South,0-5 years,78.34,2023-01-05,Female
West,6-12 years,50.41,2023-09-19,Female
West,13-17 years,63.64,2023-07-07,Female
East,18+ years,67.17,2023-01-18,Male
North,13-17 years,58.22,2023-02-04,Female
West,0-5 years,61.78,2023-01-11,Male
West,18+ years,79.15,2023-02-02,Female
South,13-17 years,89.57,2023-07-06,Male
East,18+ years,50.1,2023-05-27,Female
North,6-12 years,84.51,2023-07-06,Male
North,0-5 years,95.48,2023-04-01,Male
South,0-5 years,90.8,2023-06-09,Male
South,18+ years,53.55,2023-08-12,Male
West,0-5 years,51.43,2023-09-19,Female
Centre,6-12 years,58.36,2023-06-07,Female
West,6-12 years,56.88,2023-05-15,Female
South,18+ years,98.37,2023-01-02,Female
South,13-17 years,59.01,2023-07-30,Male
East,18+ years,70.16,2023-04-16,Female
South,18+ years,52.33,2023-10-07,Female
North,0-5 years,65.49,2023-07-13,Male
North,18+ years,85.23,2023-03-12,Male
South,0-5 years,93.34,2023-11-17,Female
North,13-17 years,56.57,2023-05-12,Female
East,18+ years,67.13,2023-05-13,Female
East,6-12 years,78.54,2023-01-13,Male
East,0-5 years,57.37,2023-05-01,Female
East,18+ years,68.3,2023-10-10,Female
North,18+ years,67.0,2023-03-23,Male
South,0-5 years,58.7,2023-10-09,Male
North,13-17 years,71.25,2023-12-09,Female
North,0-5 years,82.82,2023-04-01,Male
Centre,18+ years,88.18,2023-06-19,Female
North,18+ years,71.07,2023-08-05,Female
Centre,13-17 years,89.53,2023-04-28,Female
North,18+ years,82.92,2023-11-24,Male
Centre,6-12 years,72.78,2023-07-18,Female
North,18+ years,81.23,2023-04-07,Female
South,13-17 years,96.26,2023-08-21,Female
North,18+ years,88.23,2023-11-14,Male
East,0-5 years,68.3,2023-12-22,Female
West,0-5 years,76.28,2023-03-09,Male
East,6-12 years,97.97,2023-01-26,Female
South,6-12 years,62.93,2023-10-27,Male
Centre,13-17 years,88.19,2023-10-29,Male
East,0-5 years,87.19,2023-10-06,Female
Centre,0-5 years,73.68,2023-06-29,Male
East,0-5 years,91.7,2023-10-06,Female
Centre,6-12 years,99.15,2023-08-12,Female
South,13-17 years,77.38,2023-12-03,Male
West,6-12 years,89.66,2023-03-31,Female
West,13-17 years,56.78,2023-04-19,Female
West,13-17 years,98.8,2023-05-16,Female
South,18+ years,73.38,2023-08-06,Female
South,6-12 years,50.69,2023-09-07,Male
West,6-12 years,54.02,2023-02-11,Female
Centre,18+ years,79.56,2023-08-21,Male
North,6-12 years,83.04,2023-11-13,Male
North,18+ years,74.24,2023-04-23,Female
North,13-17 years,55.78,2023-03-25,Male
West,18+ years,62.62,2023-12-07,Female
East,13-17 years,52.48,2023-11-09,Male
Centre,0-5 years,60.8,2023-09-04,Male
North,6-12 years,85.52,2023-02-27,Female
North,18+ years,72.73,2023-05-18,Male
Centre,18+ years,65.47,2023-10-21,Female
Centre,18+ years,74.94,2023-02-21,Female
North,13-17 years,57.7,2023-11-02,Male
East,6-12 years,97.09,2023-03-26,Male
South,0-5 years,76.95,2023-04-27,Female
Centre,13-17 years,65.77,2023-06-08,Female
South,13-17 years,66.45,2023-05-31,Male
East,18+ years,92.16,2023-01-17,Male
North,13-17 years,81.97,2023-03-20,Male
West,0-5 years,52.49,2023-03-31,Male
East,18+ years,55.47,2023-04-18,Male
South,0-5 years,80.02,2023-03-08,Male
South,6-12 years,80.78,2023-07-25,Female
North,18+ years,66.92,2023-11-26,Male
East,18+ years,65.28,2023-03-03,Female
East,13-17 years,76.65,2023-01-24,Male
North,6-12 years,93.69,2023-11-29,Female
South,6-12 years,88.48,2023-09-14,Male
East,13-17 years,57.94,2023-07-22,Female
Centre,0-5 years,98.17,2023-05-24,Female
West,0-5 years,51.87,2023-10-04,Male
South,18+ years,61.65,2023-05-12,Female
West,6-12 years,91.35,2023-03-13,Female
North,0-5 years,91.31,2023-07-10,Male
West,18+ years,71.74,2023-12-23,Female
East,18+ years,99.4,2023-03-08,Male
Centre,13-17 years,81.68,2023-07-21,Male
West,6-12 years,77.47,2023-04-25,Female
Centre,6-12 years,84.15,2023-07-12,Male
East,18+ years,80.16,2023-12-19,Male
North,18+ years,80.0,2023-07-05,Female
Centre,0-5 years,94.7,2023-04-10,Female
Centre,0-5 years,68.22,2023-07-06,Male
South,18+ years,82.52,2023-11-14,Female
West,18+ years,65.32,2023-07-15,Female
East,13-17 years,76.67,2023-01-18,Male
South,6-12 years,81.95,2023-07-28,Female
Centre,0-5 years,60.21,2023-07-20,Male
Centre,13-17 years,66.48,2023-09-16,Female
Centre,13-17 years,99.68,2023-11-04,Male
East,13-17 years,67.12,2023-06-01,Male
Centre,13-17 years,57.18,2023-03-03,Male
Centre,18+ years,67.24,2023-03-16,Female
South,6-12 years,51.57,2023-04-17,Male
East,6-12 years,92.27,2023-06-09,Female
North,6-12 years,94.17,2023-01-13,Male
West,6-12 years,97.31,2023-10-01,Female
Centre,0-5 years,91.7,2023-02-16,Female
East,13-17 years,58.7,2023-01-24,Male
West,0-5 years,56.73,2023-08-12,Male
North,6-12 years,87.97,2023-12-22,Male
East,13-17 years,90.08,2023-06-18,Female
East,6-12 years,98.5,2023-02-09,Male
West,13-17 years,95.74,2023-10-15,Female
South,13-17 years,77.09,2023-09-08,Female
East,13-17 years,76.96,2023-10-26,Male
South,13-17 years,95.42,2023-12-21,Female
East,6-12 years,59.9,2023-08-21,Male
East,13-17 years,75.98,2023-02-14,Male
North,18+ years,53.62,2023-04-12,Female
North,13-17 years,51.45,2023-11-08,Female
South,0-5 years,87.0,2023-11-09,Female
North,13-17 years,51.67,2023-12-31,Male
East,13-17 years,66.04,2023-12-09,Female
South,0-5 years,82.21,2023-12-26,Female
West,6-12 years,80.07,2023-02-25,Female
West,13-17 years,89.05,2023-06-12,Male
North,18+ years,75.61,2023-10-08,Female
Centre,13-17 years,78.93,2023-12-20,Male
East,13-17 years,68.23,2023-05-20,Female
South,6-12 years,56.69,2023-12-12,Male
West,18+ years,79.04,2023-10-26,Female
South,18+ years,85.93,2023-10-17,Female
South,0-5 years,88.82,2023-01-22,Female
South,18+ years,97.88,2023-02-02,Male
Centre,0-5 years,84.31,2023-02-12,Female
Centre,6-12 years,94.58,2023-08-10,Female
Centre,0-5 years,82.67,2023-12-15,Female
South,0-5 years,52.81,2023-09-29,Male
East,13-17 years,84.23,2023-03-05,Female
North,18+ years,58.92,2023-05-05,Male
North,18+ years,92.96,2023-09-12,Male
East,0-5 years,74.76,2023-02-15,Male
Centre,18+ years,76.1,2023-02-04,Male
East,6-12 years,64.53,2023-03-07,Female
North,0-5 years,92.48,2023-01-23,Female
South,0-5 years,98.76,2023-09-28,Female
North,13-17 years,75.46,2023-05-25,Female
Centre,6-12 years,85.86,2023-12-24,Male
Centre,18+ years,90.29,2023-07-07,Female
West,13-17 years,69.9,2023-11-15,Male
East,0-5 years,71.63,2023-04-06,Male
East,13-17 years,95.65,2023-01-15,Male
South,0-5 years,58.65,2023-11-15,Female
North,18+ years,56.2,2023-08-16,Male
North,6-12 years,59.29,2023-03-01,Female
Centre,6-12 years,65.54,2023-04-27,Male
Centre,18+ years,66.27,2023-06-04,Female
North,13-17 years,83.74,2023-07-01,Female
North,18+ years,88.07,2023-09-16,Female
West,13-17 years,68.7,2023-01-18,Male
West,18+ years,69.39,2023-08-15,Male
North,13-17 years,77.92,2023-11-20,Female
West,18+ years,73.61,2023-08-08,Male
Centre,0-5 years,93.92,2023-09-29,Female
Centre,0-5 years,58.94,2023-03-12,Female
West,18+ years,85.78,2023-11-08,Male
Centre,18+ years,63.06,2023-03-02,Female
South,18+ years,57.52,2023-10-08,Female
West,18+ years,87.85,2023-07-22,Female
West,0-5 years,68.9,2023-08-16,Male
North,0-5 years,79.79,2023-04-16,Female
East,6-12 years,78.12,2023-11-09,Female
South,6-12 years,93.99,2023-06-04,Female
South,6-12 years,94.04,2023-11-16,Male
East,0-5 years,94.46,2023-12-20,Female
South,13-17 years,66.51,2023-08-10,Female
East,0-5 years,54.38,2023-10-10,Male
South,13-17 years,74.23,2023-09-22,Female
Centre,6-12 years,94.47,2023-04-28,Male
East,0-5 years,51.55,2023-06-22,Female
East,18+ years,73.36,2023-11-10,Female
West,0-5 years,85.61,2023-11-25,Female
Centre,6-12 years,94.35,2023-05-25,Female
South,0-5 years,87.12,2023-01-11,Male
North,13-17 years,67.61,2023-05-10,Male
Centre,6-12 years,71.45,2023-07-28,Female
North,18+ years,88.77,2023-12-14,Male
Centre,0-5 years,90.78,2023-02-10,Male
South,6-12 years,94.12,2023-09-10,Male
North,13-17 years,58.5,2023-09-30,Female
North,13-17 years,60.83,2023-06-24,Female
South,0-5 years,81.5,2023-01-22,Female
West,13-17 years,80.16,2023-05-04,Female
East,6-12 years,60.6,2023-08-31,Female
Centre,6-12 years,79.24,2023-10-15,Female
Centre,18+ years,87.78,2023-09-05,Male
East,0-5 years,95.51,2023-04-27,Male
Centre,18+ years,74.89,2023-12-07,Female
East,6-12 years,65.38,2023-03-29,Male
North,13-17 years,67.58,2023-02-21,Male
West,13-17 years,56.66,2023-02-17,Female
West,0-5 years,58.51,2023-12-16,Male
North,18+ years,60.91,2023-08-04,Male
South,13-17 years,77.3,2023-11-07,Male
East,13-17 years,57.73,2023-11-18,Male
North,13-17 years,76.55,2023-12-07,Male
West,18+ years,64.98,2023-08-30,Male
East,0-5 years,96.14,2023-11-16,Female
North,18+ years,84.09,2023-11-02,Female
West,0-5 years,71.38,2023-04-04,Male
Centre,13-17 years,54.31,2023-06-21,Male
East,13-17 years,92.75,2023-08-08,Male
South,13-17 years,58.53,2023-07-17,Female
South,18+ years,96.77,2023-09-03,Male
South,6-12 years,97.51,2023-09-01,Male
East,18+ years,91.11,2023-01-05,Female
West,13-17 years,98.42,2023-10-10,Male
West,18+ years,77.68,2023-09-24,Male
Centre,0-5 years,93.99,2023-08-04,Female
South,18+ years,59.19,2023-06-22,Female
North,0-5 years,54.05,2023-06-23,Male
West,18+ years,52.84,2023-11-22,Female
South,13-17 years,77.3,2023-09-05,Male
Centre,0-5 years,93.72,2023-01-14,Male
South,13-17 years,70.65,2023-01-13,Male
Centre,18+ years,65.78,2023-07-12,Female
North,6-12 years,91.12,2023-01-02,Male
West,0-5 years,69.7,2023-03-29,Female
East,6-12 years,70.52,2023-01-15,Female
East,6-12 years,85.27,2023-06-17,Female
Centre,13-17 years,68.95,2023-09-16,Male
East,0-5 years,92.64,2023-10-22,Female
Centre,18+ years,69.36,2023-08-21,Female
North,0-5 years,99.6,2023-10-18,Male
South,6-12 years,73.2,2023-05-24,Female
Centre,18+ years,84.2,2023-07-28,Male
Centre,18+ years,73.63,2023-08-07,Male
North,18+ years,58.85,2023-10-22,Male
East,13-17 years,69.11,2023-09-01,Female
North,13-17 years,65.29,2023-03-25,Male
East,13-17 years,71.59,2023-01-02,Male
South,13-17 years,76.43,2023-10-12,Female
North,18+ years,61.99,2023-03-20,Male
West,13-17 years,63.86,2023-02-27,Female
Centre,13-17 years,61.94,2023-05-31,Male
East,6-12 years,66.31,2023-06-06,Female
Centre,6-12 years,58.23,2023-09-04,Female
North,13-17 years,68.79,2023-10-23,Male
East,18+ years,58.44,2023-12-28,Male
East,18+ years,87.62,2023-01-23,Male
East,6-12 years,85.37,2023-05-20,Male
North,13-17 years,65.49,2023-05-25,Male
Centre,13-17 years,71.26,2023-07-07,Female
East,18+ years,65.63,2023-01-09,Male
Centre,18+ years,94.73,2023-01-25,Female
Centre,13-17 years,71.7,2023-10-24,Female
North,18+ years,87.82,2023-02-08,Female
North,0-5 years,60.88,2023-07-27,Female
North,0-5 years,63.97,2023-06-18,Female
South,6-12 years,50.95,2023-06-28,Male
Centre,6-12 years,83.76,2023-07-28,Female
East,6-12 years,91.46,2023-07-22,Female
East,6-12 years,64.58,2023-11-12,Male
Centre,6-12 years,88.84,2023-11-19,Female
East,6-12 years,92.65,2023-10-08,Female
South,13-17 years,62.2,2023-11-27,Male
West,13-17 years,74.89,2023-01-10,Male
East,18+ years,67.51,2023-12-03,Female
East,6-12 years,62.79,2023-04-30,Male
North,0-5 years,54.08,2023-01-21,Female
Centre,6-12 years,51.29,2023-01-06,Female
South,13-17 years,85.22,2023-02-08,Male
West,13-17 years,63.02,2023-11-06,Male
South,18+ years,58.24,2023-05-06,Male
East,18+ years,85.66,2023-01-20,Female
Centre,13-17 years,98.3,2023-10-12,Male
South,18+ years,74.08,2023-01-25,Female
Centre,18+ years,94.94,2023-10-05,Female
East,6-12 years,58.59,2023-04-30,Female
West,0-5 years,72.82,2023-05-08,Male
North,0-5 years,76.83,2023-05-30,Male
North,18+ years,87.21,2023-03-14,Female
South,0-5 years,99.36,2023-03-15,Male
North,13-17 years,98.86,2023-07-10,Male
East,13-17 years,55.51,2023-08-15,Female
East,13-17 years,59.38,2023-01-28,Male
East,0-5 years,87.76,2023-09-30,Female
South,13-17 years,79.13,2023-01-27,Female
South,18+ years,82.15,2023-10-24,Female
Centre,6-12 years,69.16,2023-11-23,Male
West,13-17 years,94.53,2023-09-23,Male
South,0-5 years,61.63,2023-08-04,Male
West,13-17 years,61.45,2023-03-18,Female
East,0-5 years,91.32,2023-04-04,Male
North,0-5 years,81.77,2023-05-09,Female
North,18+ years,96.93,2023-12-20,Male
West,13-17 years,81.03,2023-03-19,Female
West,6-12 years,92.51,2023-06-16,Male
West,13-17 years,78.6,2023-08-19,Female
West,18+ years,93.24,2023-02-06,Female
North,13-17 years,51.0,2023-04-25,Male
North,6-12 years,65.3,2023-12-17,Female
East,13-17 years,64.54,2023-02-09,Female
West,18+ years,73.84,2023-03-21,Female
Centre,18+ years,81.45,2023-06-17,Female
East,13-17 years,64.78,2023-02-17,Male
Centre,0-5 years,80.45,2023-10-13,Female
Centre,13-17 years,56.42,2023-09-10,Female
South,13-17 years,97.01,2023-07-15,Male
East,18+ years,61.82,2023-07-01,Male
North,6-12 years,66.15,2023-01-16,Female
Centre,0-5 years,50.71,2023-06-30,Female
West,13-17 years,92.56,2023-10-17,Male
Centre,13-17 years,51.7,2023-08-28,Male
North,13-17 years,65.03,2023-11-10,Female
South,6-12 years,93.77,2023-08-16,Male
South,13-17 years,97.66,2023-04-21,Female
South,18+ years,74.07,2023-02-20,Female
Centre,13-17 years,68.54,2023-01-27,Female
East,6-12 years,63.22,2023-08-12,Male
East,0-5 years,71.65,2023-12-06,Male
Centre,0-5 years,58.58,2023-03-13,Male
East,6-12 years,50.92,2023-02-20,Female
East,0-5 years,65.42,2023-08-16,Female
South,0-5 years,64.14,2023-05-21,Male
South,18+ years,82.1,2023-09-23,Female
East,0-5 years,61.85,2023-09-26,Female
North,6-12 years,81.51,2023-08-09,Male
North,6-12 years,65.81,2023-01-29,Female
Centre,13-17 years,65.24,2023-10-27,Male
West,18+ years,59.03,2023-06-21,Female
North,18+ years,68.01,2023-02-22,Female
South,13-17 years,76.07,2023-06-17,Male
East,18+ years,81.89,2023-01-29,Male
Centre,18+ years,79.74,2023-02-01,Female
East,0-5 years,62.09,2023-07-15,Male
South,18+ years,80.69,2023-10-07,Female
Centre,13-17 years,88.17,2023-12-05,Male
East,6-12 years,73.2,2023-11-23,Female
North,6-12 years,78.06,2023-10-26,Male
Centre,18+ years,77.49,2023-03-22,Female
West,6-12 years,92.56,2023-02-21,Female
West,18+ years,62.14,2023-11-25,Male
North,6-12 years,64.83,2023-04-07,Male
South,13-17 years,91.64,2023-02-16,Male
South,18+ years,59.98,2023-03-19,Female
West,13-17 years,97.06,2023-02-17,Male
Centre,6-12 years,86.7,2023-05-21,Male
West,6-12 years,90.95,2023-08-14,Male
North,6-12 years,58.96,2023-12-17,Male
West,18+ years,81.35,2023-11-02,Female
Centre,6-12 years,76.05,2023-12-01,Female
South,18+ years,84.38,2023-03-01,Male
West,18+ years,90.37,2023-11-12,Female
North,13-17 years,57.27,2023-02-18,Female
South,6-12 years,56.52,2023-08-25,Male
South,6-12 years,84.92,2023-07-04,Female
North,13-17 years,81.18,2023-09-20,Male
West,18+ years,63.63,2023-04-06,Female
Centre,18+ years,94.54,2023-01-02,Female
North,6-12 years,54.83,2023-09-24,Female
West,6-12 years,98.34,2023-04-11,Female
West,6-12 years,51.81,2023-11-24,Female
East,13-17 years,57.01,2023-09-18,Male
East,6-12 years,88.47,2023-04-03,Female
East,0-5 years,53.41,2023-10-17,Female
Centre,13-17 years,95.09,2023-12-08,Male
West,13-17 years,69.83,2023-12-22,Male
East,6-12 years,95.6,2023-02-07,Male
South,18+ years,74.49,2023-11-30,Female
North,13-17 years,74.82,2023-09-12,Male
Centre,6-12 years,77.08,2023-07-03,Female
Centre,0-5 years,90.93,2023-10-02,Male
West,0-5 years,79.44,2023-10-04,Female
West,0-5 years,99.6,2023-11-02,Male
Centre,13-17 years,53.23,2023-01-16,Female
East,6-12 years,76.78,2023-04-24,Male
North,18+ years,88.53,2023-02-06,Male
South,18+ years,97.74,2023-03-11,Male
North,0-5 years,92.78,2023-05-30,Female
North,18+ years,78.81,2023-10-25,Male
Centre,13-17 years,50.74,2023-01-06,Female
West,13-17 years,50.21,2023-07-17,Male
South,0-5 years,76.04,2023-11-29,Male
South,18+ years,73.53,2023-12-08,Female
South,13-17 years,79.02,2023-04-12,Female
East,13-17 years,94.83,2023-08-26,Female
East,0-5 years,58.51,2023-02-02,Male
East,6-12 years,65.41,2023-08-22,Male
North,0-5 years,60.8,2023-09-01,Female
North,13-17 years,76.74,2023-01-20,Male
West,13-17 years,62.88,2023-07-13,Male
North,18+ years,78.87,2023-04-23,Male
East,0-5 years,94.31,2023-08-13,Male
East,13-17 years,79.17,2023-06-04,Male
West,6-12 years,58.86,2023-07-06,Female
South,13-17 years,58.09,2023-09-13,Male
Centre,0-5 years,60.16,2023-06-15,Female
Centre,6-12 years,74.46,2023-02-28,Male
South,0-5 years,73.14,2023-07-12,Female
North,6-12 years,99.85,2023-01-14,Male
North,13-17 years,74.5,2023-03-26,Female
North,6-12 years,63.63,2023-01-25,Male
East,0-5 years,81.5,2023-08-21,Male
West,18+ years,96.19,2023-07-06,Male
North,13-17 years,78.35,2023-10-28,Male
West,13-17 years,85.03,2023-10-23,Male
East,18+ years,82.55,2023-12-16,Female
East,6-12 years,80.18,2023-12-02,Female
West,13-17 years,51.39,2023-07-08,Female
North,13-17 years,80.3,2023-01-29,Male
East,13-17 years,53.89,2023-05-29,Female
Centre,6-12 years,93.03,2023-04-24,Male
South,0-5 years,59.83,2023-06-02,Male
North,18+ years,57.8,2023-01-16,Male
West,13-17 years,53.94,2023-08-28,Male
South,13-17 years,89.95,2023-03-19,Female
West,13-17 years,70.56,2023-12-18,Male
East,13-17 years,84.24,2023-11-28,Male
Centre,18+ years,92.53,2023-06-02,Female
West,0-5 years,81.23,2023-06-08,Male
South,0-5 years,72.69,2023-02-23,Male
East,13-17 years,77.28,2023-04-01,Female
East,0-5 years,81.99,2023-05-29,Female
West,0-5 years,52.11,2023-08-23,Female
West,18+ years,76.18,2023-07-06,Male
North,6-12 years,95.48,2023-02-12,Female
Centre,18+ years,99.64,2023-04-27,Male
East,13-17 years,58.2,2023-05-29,Male
South,6-12 years,82.28,2023-12-04,Male
East,18+ years,72.74,2023-07-22,Female
Centre,18+ years,79.32,2023-04-07,Female
Centre,0-5 years,90.98,2023-07-23,Male
Centre,0-5 years,63.82,2023-12-20,Female
South,18+ years,79.96,2023-05-18,Female
South,18+ years,55.17,2023-12-10,Female
West,18+ years,75.4,2023-08-01,Male
North,18+ years,78.35,2023-05-20,Male
West,13-17 years,73.65,2023-07-18,Female
East,0-5 years,65.57,2023-10-10,Male
East,0-5 years,98.58,2023-12-30,Male
West,13-17 years,75.83,2023-08-03,Female
East,6-12 years,76.25,2023-09-18,Female
South,6-12 years,51.53,2023-08-10,Female
North,0-5 years,64.61,2023-11-28,Female
West,6-12 years,59.05,2023-03-04,Female
West,6-12 years,59.0,2023-03-23,Male
East,13-17 years,70.05,2023-01-13,Female
West,13-17 years,64.45,2023-11-01,Male
North,18+ years,85.96,2023-07-04,Male
West,0-5 years,81.56,2023-07-26,Male
South,13-17 years,53.59,2023-06-10,Female
North,6-12 years,84.67,2023-10-17,Female
Centre,0-5 years,52.85,2023-04-22,Female
West,6-12 years,58.3,2023-02-03,Male
West,0-5 years,56.8,2023-02-26,Male
Centre,13-17 years,93.12,2023-07-12,Female
West,18+ years,58.19,2023-04-18,Female
Centre,13-17 years,72.27,2023-11-01,Male
North,6-12 years,53.26,2023-07-06,Female
South,0-5 years,69.04,2023-05-28,Female
North,18+ years,61.1,2023-09-03,Male
Centre,13-17 years,75.67,2023-05-02,Male
Centre,6-12 years,93.49,2023-11-04,Male
Centre,6-12 years,62.45,2023-08-08,Female
East,0-5 years,96.91,2023-09-05,Male
South,18+ years,57.33,2023-03-18,Female
North,6-12 years,90.23,2023-05-30,Male
North,18+ years,76.15,2023-04-08,Male
South,0-5 years,86.14,2023-01-25,Female
West,18+ years,61.86,2023-05-10,Male
East,18+ years,56.31,2023-03-17,Female
East,6-12 years,83.41,2023-03-09,Female
South,6-12 years,96.52,2023-07-13,Female
East,13-17 years,54.92,2023-06-16,Female
Centre,0-5 years,53.11,2023-06-27,Male
West,13-17 years,88.18,2023-04-13,Female
East,6-12 years,62.98,2023-06-28,Female
East,13-17 years,74.78,2023-10-02,Male
Centre,0-5 years,93.66,2023-08-07,Male
South,6-12 years,99.39,2023-03-10,Male
